código;descrição;estação;Rack;linha;coluna
38476;BOT PINCEL FAN IND VS3;SALA G;Rack 1;3;A
14482;FLACONETE LILY ESSENCE EDP 4ml VE;RUA 03;Rack 7;9;F
40548;KIT VD CAIXA VERTICAL PP ROSA UNIT 14;SALA G;Rack 3;1;A
25458;FLORATTA DES COL BLUE 75ml;rua 6;Rack 1;1;A
42224;CAPINHA GLITTER DOURADO EM SILICONE;RUA 03;Rack 8;8;A
40086;MAKE B PINCEL BLUSH;RUA 03;Rack 9;7;E
40090;MAKE B PINCEL ESFUMAR SOMBRA;RUA 03;Rack 9;4;D
19734;THATY DES COL BOTICOLL 100ML;RUA 02;Rack 1;1;C
22248;CECITA DES COL BOTICOLL 100ML;RUA 01;Rack 6;2;C
22249;FREE DES COL BOTICOLL 100ML V4;RUA 01;Rack 3;3;C
27858;MAKE B LAP RETR P/OLH PRET PCK;RUA 03;Rack 4;7;C
71500;MAKE B LAP RETR P/OLH MARR PCK V2;RUA 03;Rack 4;5;B
72052;EGEO MOUS CREM HID DES CPO D MER 250g V6;RUA 04;Rack 10;2;E
71815;EGEO CREM HID DES CPO SUFLE CHOC 250g;RUA 04;Rack 8;3;J
70683;DR BOTICA SAB BARRA TRIO BNH CORAC 80g;RUA 04;Rack 3;4;G
70683;DR BOTICA SAB BARRA TRIO BNH CORAC 80g;RUA 04;Rack 8;2;E
70668;SOPHIE COL HELLO 100ml;RUA 01;Rack 4;3;C
70669;SOPHIE COL LIKE 100ml;RUA 01;Rack 9;3;C
44414;PLACA DE REVENDEDOR O BOTICÁRIO;SALA G;Rack 2;1;K
71877;CRAZY FEELINGS DES COL BOTICOLL 100ml;RUA 02;Rack 4;4;A
44675;BOT BLOCO DE PEDIDOS VD;rua 6;Rack 1;1;B
44692;BOTI FITA OLFATIVA VD;SALA G;Rack 2;7;C
76621;DREAM DES COL CEU/BAUN 200ml;RUA 01;Rack 8;2;F
73608;MALBEC DES COL NOIR 100ml V2;RUA 04;Rack 7;3;A
44580;MAKE B PINC ESPIRAL P/PELE;SALA G;Rack 1;5;G
70693;SOPHIE LOC HID CPO 200ml;RUA 02;Rack 1;4;G
76689;MAKE B CANET DEL OLH P/FIN PRET 1,2ml V3;RUA 03;Rack 4;6;L
44410;MAKE B PINC LEQUE;SALA G;Rack 1;3;F
44805;MAKE B NECESS POMPOM LISTRAS PU S/A;rua 6;Rack 1;1;C
77547;QDB BASE LIQ SUPERMAT COR 01 N 30ml RPCK;pré-vencidos;Rack 1;2;O
77552;QDB BASE LIQ SUPERMAT COR 04 F 30ml RPCK;pré-vencidos;Rack 1;1;X
77554;QDB BASE LIQ SUPERMAT COR 04 N 30ml RPCK;pré-vencidos;Rack 1;4;I
77556;QDB BASE LIQ SUPERMAT COR 06 N 30ml RPCK;pré-vencidos;Rack 1;3;Q
77557;QDB BASE LIQ SUPERMAT COR 06 Q 30ml RPCK;pré-vencidos;Rack 1;1;Y
77561;QDB BASE LIQ SUPERMAT COR 09 Q 30ml RPCK;pré-vencidos;Rack 1;1;Z
79496;QDB BASE LIQ SUPERMAT COR 12 Q 30ml RPCK;pré-vencidos;Rack 1;4;A
79497;QDB BASE LIQ SUPERMAT COR 13 Q 30ml RPCK;pré-vencidos;Rack 1;3;R
79497;QDB BASE LIQ SUPERMAT COR 13 Q 30ml RPCK;RUA 03;Rack 3;8;E
79499;QDB BASE LIQ SUPERMAT COR 14 N 30ml RPCK;RUA 03;Rack 4;2;V
79498;QDB BASE LIQ SUPERMAT COR 14 Q 30ml RPCK;pré-vencidos;Rack 1;2;A
79500;QDB BASE LIQ SUPERMAT COR 15 Q 30ml RPCK;pré-vencidos;Rack 1;1;L
37514;QDB PINCEL ESFUMADOR PARA SOMBRA;RUA 03;Rack 9;8;D
39437;QDB PINCEL SOBRANCELHA DUPLO;rua 6;Rack 1;1;D
37516;QDB PINCEL SOMBRA;SALA G;Rack 1;5;B
42115;QDB PINCEL PO VS2;SALA G;Rack 1;3;D
42108;QDB PINCEL BLUSH VS2;SALA G;Rack 1;4;B
70877;GLAM LAPIS KAJAL COM ESFUMADOR  MARROM INTENSO 1,1G;pré-vencidos;Rack 1;4;J
70878;GLAM LAPIS KAJAL COM ESFUMADOR  PRETO ABSOLUTO 1,1G;rua 6;Rack 1;1;E
70883;GLAM CANETA DELIN PRETA 1ml;pré-vencidos;Rack 1;4;B
75756;MAKE B CANET SOBR MICROBL UP/BR CL 1ml;pré-vencidos;Rack 1;2;Y
75776;MAKE B SOL SOBRANC UP/BR MED 6,9g;pré-vencidos;Rack 1;4;K
75777;MAKE B SOL SOBRANC UP/BR ESC 6,9g;RUA 03;Rack 3;8;X
29046;CONNEXION DES BDY SPR 100ml V6 PCK;RUA 04;Rack 8;4;A
74893;EGEO DES BDY SPR DOLCE 100ml V8 PCK;RUA 01;Rack 8;1;C
78000;MALBEC DES BDY SPR BLACK 100ml V2 PCK;RUA 04;Rack 10;3;G
44806;MATCH NECESS HOLOGRAFICA TPU S/A;SALA G;Rack 3;6;E
44803;CBEM CESTINHO METAL C/A;SALA G;Rack 3;8;A
44863;DR BOTICA MALETA METAL C/A;rua 6;Rack 1;1;F
75889;QDB BATOM SUPER TINT NUDETINT 4ml;rua 6;Rack 1;1;G
75890;QDB BATOM SUPER TINT MARSALATINT 4ml;RUA 03;Rack 6;2;D
44413;MAKE B PINC DUPLO ILUMINADOR;SALA G;Rack 1;2;D
77276;MAKE B BAT CREM AC/HIAL BROW BROW 3,6g;RUA 03;Rack 3;7;AA
79434;QDB GLIT SLT P/OLHO BRANCOLITTER 1g RPCK;RUA 03;Rack 3;1;G
79437;QDB GLIT SLT P/OLHO ROSELITTER 1g RPCK;pré-vencidos;Rack 1;4;P
79452;QDB LAPIS SOBRANC CLARETE 350mg RPCK;RUA 03;Rack 3;3;H
91144;GLAM PINC BASE PERFEITA;SALA G;Rack 1;7;B
82239;MAKE B BAS LIQ PROT HYAL 70 INVIS 30ml;RUA 03;Rack 4;5;G
75972;NSPA LOC DES REVIT CPO ROSE 200ml;RUA 04;Rack 2;2;I
75353;QUEM DISSE BERENICE CORRETIVO LIQUIDO LONGA DURAÇÃO COR 1 4ML;RUA 03;Rack 3;1;E
75354;QUEM DISSE BERENICE CORRETIVO LIQUIDO LONGA DURAÇÃO COR 2 4ML;RUA 03;Rack 3;2;R
75356;QUEM DISSE BERENICE CORRETIVO LIQUIDO LONGA DURAÇÃO COR 4 4ML;RUA 03;Rack 3;5;U
79439;QDB CANETA SOBRANCELHA CLARETE;RUA 03;Rack 4;3;V
79440;QDB CANETA SOBRANCELHA ESCURETE;RUA 03;Rack 4;5;P
79907;QUEM DISSE BERENICE CORRETIVO LIQUIDO LONGA DURAÇÃO COR 8 4ML;RUA 03;Rack 3;1;D
79908;QUEM DISSE BERENICE CORRETIVO LIQUIDO LONGA DURAÇÃO COR 9 4ML;RUA 03;Rack 10;8;A
79909;QUEM DISSE BERENICE CORRETIVO LIQUIDO LONGA DURAÇÃO COR 10 4ML;RUA 03;Rack 4;12;D
81155;QUEM DISSE BERENICE CORRETIVO LIQUIDO LONGA DURAÇÃO COR 11 4ML;RUA 03;Rack 4;2;H
81156;QUEM DISSE BERENICE CORRETIVO LIQUIDO LONGA DURAÇÃO COR 12 4ML;pré-vencidos;Rack 1;2;B
79470;QDB PRIMER FAC INSTAMATTE 30ml RPCK;RUA 03;Rack 6;1;F
79484;QDB SAB LIQ FAC DEMAQ 90ml RPCK;RUA 05;Rack 1;1;C
77533;MATCH CREME P/PENTEAR BRLH 150ml;RUA 03;Rack 1;4;F
77834;QDB LAP OLH ESFUM RETR PRET RPCK;RUA 03;Rack 4;3;Q
77835;QDB LAP OLH ESFUM RETR MARR RPCK;RUA 03;Rack 3;4;F
76663;QUEM DISSE BERENICE GLITER LIQUIDO MULTIUSO ROSATIX 4ML;RUA 03;Rack 4;4;O
76661;QUEM DISSE BERENICE GLITTER LIQUIDO MULTIUSO DOURATIX 4ML;pré-vencidos;Rack 1;1;M
76665;MEN DES COL ONLY 100ml V2;RUA 04;Rack 5;3;F
80444;QDB MASC SOBRANC MASC FIBRAS CLARETE 3,5g;RUA 03;Rack 3;6;AA
46028;CBEM CAPINHA BOCA VERMELHA SILICONE;RUA 03;Rack 8;9;A
45568;BOTI BABY CAPINHA FIDO AMARELA SILICONE;RUA 03;Rack 8;8;B
76678;BOTICOLL STYLETTO DES COL 100ml V3;RUA 04;Rack 2;4;E
45560;BOTI NECESS POA PRETA PU;RUA 05;Rack 4;3;I
45560;BOTI NECESS POA PRETA PU;SALA G;Rack 3;1;G
45593;BOTI APARELHO LIMP FACIAL;rua 6;Rack 1;1;L
70654;INTENSE MASC CILIO BYE BYE PANDA 11g V2;RUA 03;Rack 6;2;B
75568;INTENSE DELIN LIQ PRETO 2,5ml;rua 6;Rack 1;1;M
75592;INTENSE LAP OLH PRETO 1,1g V6;RUA 03;Rack 5;10;D
75595;INTENSE LAP OLH MARROM 1,1g V6;RUA 03;Rack 5;4;C
75626;INTENSE PO COMPACTO FACIAL 10 5g;RUA 03;Rack 4;5;AA
75627;INTENSE PO COMPACTO FACIAL 20 5g;RUA 03;Rack 4;7;Y
75631;INTENSE PO COMPACTO FACIAL 70 5g;RUA 03;Rack 6;5;B
76597;INTENSE LAP BAT NUDE ROSADO 1,2g;RUA 03;Rack 3;2;P
76599;INTENSE LAP BAT VERMELHO 1,2g;RUA 03;Rack 6;9;D
76601;INTENSE LAP BAT VINHO 1,2g;RUA 03;Rack 6;3;C
76666;MEN DES COL GALBE 100ml V2;RUA 01;Rack 10;3;D
76700;LIZ DES COL 100ml;RUA 01;Rack 2;4;A
77129;BOTIK SRM FAC ALT/POT PRENC AC/HIAL 30ml;RUA 05;Rack 5;3;H
77133;BOTIK SERUM ALT POT PEPT/LIFT 30ml;RUA 05;Rack 5;4;M
77143;BOTIK MASC FAC PUR ARG BCA RED/POR 100g;RUA 05;Rack 5;1;H
77147;BOTIK TON MICLR FAC PURIF PREB 200ml;RUA 05;Rack 2;4;F
77183;LIZ CREM DES HID CPO 250g;RUA 03;Rack 2;2;D
81728;QDB BATOM SUPER TINT MAUVETINT;RUA 03;Rack 4;10;U
81932;QDB BATOM SUPER TINT VEVETINT;RUA 03;Rack 3;3;E
82532;MAKE B CORRET LIQ FAC EFFECT 30 5,7ml;RUA 03;Rack 3;1;X
82535;MAKE B CORRET LIQ FAC EFFECT 60 5,7ml;RUA 03;Rack 3;6;M
82536;MAKE B CORRET LIQ FAC EFFECT 70 5,7ml;RUA 03;Rack 3;6;L
82537;MAKE B CORRET LIQ FAC EFFECT 80 5,7ml;RUA 03;Rack 4;1;R
81508;KIT BOTIK COMPLETO;rua 6;Rack 1;1;O
77816;QDB LAP OLH BEGETE 1,2g V3;RUA 03;Rack 3;1;Q
37515;QDB PINCEL DELINEADOR;rua 6;Rack 1;1;P
79483;QDB DEMAQUILANTE BIFASICO 110ml RPCK;rua 6;Rack 1;1;Q
79536;QDB CORRET COLOR VERDE 3,5g RPCK;RUA 03;Rack 4;12;W
79538;QDB CORRET COLOR AMARELO 3,5g RPCK;pré-vencidos;Rack 1;4;R
46016;BOTI NECESS REDONDA PU C/A NATAL/20;RUA 05;Rack 4;4;D
46016;BOTI NECESS REDONDA PU C/A NATAL/20;SALA G;Rack 3;4;E
75590;INTENSE MASC CILIO 4 POWER 11g;RUA 03;Rack 5;9;G
75293;QDB BATOM HIDRATANTE VINHETE RPCK 3,8g;RUA 03;Rack 4;4;F
75295;QDB BATOM HIDRATANTE MARRONITO RPCK 3,8g;RUA 03;Rack 6;5;F
75296;QDB BATOM HIDRATANTE MALVALI RPCK 3,8g;RUA 03;Rack 4;7;H
75298;QDB BATOM HIDRATANTE MALVELITA RPCK 3,8g;RUA 03;Rack 4;12;K
75299;QDB BATOM HIDRATANTE MARRONZÍSSIMO RPCK 3,8g;RUA 03;Rack 6;2;C
75300;QDB BATOM HIDRATANTE MALVADA RPCK 3,8g;RUA 03;Rack 6;4;D
75308;QDB BATOM MATE ALTA PIGMENTACAO BORDONITO RPCK 3,8g;RUA 03;Rack 5;11;I
75309;QDB BATOM MATE ALTA PIGMENTACAO VINHOSA RPCK 3,8g;RUA 03;Rack 6;8;H
75313;QDB BATOM MATE ALTA PIGMENTACAO VERMELITO RPCK 3,8g;RUA 03;Rack 4;9;Y
75314;QDB BATOM MATE ALTA PIGMENTACAO MARRO RPCK 3,8g;RUA 03;Rack 4;6;M
75315;QDB BATOM MATE ALTA PIGMENTACAO NUDETOM RPCK 3,8g;RUA 03;Rack 6;1;A
75316;QDB BATOM MATE ALTA PIGMENTACAO MARRONTERRA RPCK 3,8g;RUA 03;Rack 6;3;G
75318;QDB BATOM MATE ALTA PIGMENTACAO AMORANDO RPCK 3,8g;RUA 03;Rack 4;7;U
75319;QDB BATOM MATE ALTA PIGMENTACAO ROSETOM RPCK 3,8g;RUA 03;Rack 4;5;E
75320;QDB BATOM MATE ALTA PIGMENTACAO ROSACIA RPCK 3,8g;rua 6;Rack 1;1;R
75369;QDB PO COMP FAC COR 1 6g RPCK;RUA 03;Rack 3;1;H
75370;QDB PO COMP FAC COR 2 6g RPCK;RUA 03;Rack 4;4;P
75371;QDB PO COMP FAC COR 3 6g RPCK;RUA 03;Rack 4;2;Q
75372;QDB PO COMP FAC COR 4 6g RPCK;RUA 03;Rack 4;11;O
75373;QDB PO COMP FAC COR 5 6g RPCK;rua 6;Rack 1;1;S
75378;QDB PO COMP FAC COR 10 6g RPCK;RUA 03;Rack 6;6;D
75379;QDB PO COMP FAC COR 11 6g RPCK;RUA 03;Rack 4;9;B
75386;QDB BLUSH COMP MALVISSIMA 2g RPCK;RUA 03;Rack 3;8;K
75389;QDB BLUSH COMP CEREJETIM 2g RPCK;RUA 03;Rack 4;7;S
77903;QDB LAP CONTOR LAB VERMETIS 1,1g RPCK;RUA 03;Rack 10;7;C
74186;QDB EDP DESOBD 100ml;RUA 04;Rack 2;2;A
75368;QDB BASE PO 2/1 COR 01 F 10g RPCK;RUA 03;Rack 3;4;Q
75361;QDB BASE PO 2/1 COR 02 Q 10g RPCK;RUA 03;Rack 3;5;S
75362;QDB BASE PO 2/1 COR 03 F 10g RPCK;RUA 03;Rack 3;6;Z
75363;QDB BASE EM PO 2/1 COR 03 Q RPCK;RUA 03;Rack 3;7;Y
75364;QDB BASE PO 2/1 COR 04 Q 10g RPCK;RUA 03;Rack 4;2;U
75365;QDB BASE PO 2/1 COR 07 N 10g RPCK;rua 6;Rack 1;1;U
75366;QDB BASE PO 2/1 COR 09 Q 10g RPCK;RUA 03;Rack 3;2;AA
93283;SECRETS BAS LIQ HD/GLOW COR 45 30ml;RUA 03;Rack 3;3;A
93274;SECRETS BASE LIQ HIDRA GLOW COR 00 30ml;rua 6;Rack 1;1;V
93282;SECRETS BAS LIQ HD/GLOW COR 40 30ml;rua 6;Rack 1;1;X
93277;SECRETS BAS LIQ HD/GLOW COR 10 30ml;RUA 03;Rack 4;2;N
93275;SECRETS BAS LIQ HD/GLOW COR 05 30ml;RUA 03;Rack 5;2;C
93281;SECRETS BAS LIQ HD/GLOW COR 35 30ml;RUA 03;Rack 6;6;I
93280;SECRETS BAS LIQ HD/GLOW COR 30 30ml;RUA 03;Rack 4;11;Y
93493;EUD ESPONJA MAQ FAC NIINA SECRETS PU;SALA G;Rack 1;7;E
93235;EUDORA GLAM SKIN PERFECTION BASE LÍQUIDA COR 90 30ml;RUA 03;Rack 4;11;W
92730;LYRA LOC DES HID CPO 150ml;RUA 04;Rack 6;3;I
72336;NEO D/ETG PR SOL FPS50 CC CR B/CARAM 40g;RUA 05;Rack 5;1;M
72334;NEO D/ETG PR SOL FPS50 CC CR B/INT 40g;RUA 05;Rack 5;3;M
92312;EUDORA GLAM SKIN PERFECTION PRIMER MATTE 35ml;RUA 03;Rack 4;3;R
92219;VOLPE DES COL 100ml;RUA 04;Rack 8;1;D
83607;MAKE B BAS LIQ PROT HYAL 70 COR 80 30ml;RUA 03;Rack 4;4;K
80448;SKINQ SÉRUM CONCENTRADO ANTIOXIDANTE VITAMINA C;RUA 04;Rack 9;1;E
80448;SKINQ SÉRUM CONCENTRADO ANTIOXIDANTE VITAMINA C;RUA 05;Rack 5;1;E
79459;SKINQ GEL REVITALIZADOR PARA ÁREA DOS OLHOS;RUA 05;Rack 5;2;F
81512;INTENSE BAT LIQUIDO AQUATINT VERM 5ml;RUA 03;Rack 5;12;F
81568;MEN SHW GEL CAB/CPO/BARB 205g V4;rua 6;Rack 1;1;AB
82065;INTENSE LAP BAT ROSA 1,2g;RUA 03;Rack 5;8;D
77270;MEN COND CAP 200ml;RUA 04;Rack 6;4;I
75049;INTENSE PALETTE ROSE MULTIF 1 13,2g;rua 6;Rack 1;1;AC
75653;INTENSE MASC P/SOBRANC 1 3g;pré-vencidos;Rack 1;1;N
75655;INTENSE MASC CILIO TOO LONG 11g;RUA 03;Rack 6;1;D
75742;MAKE B BAS PO MINERAL 10 5,5g;pré-vencidos;Rack 1;3;H
75754;MAKE B BAS PO MINERAL 20 5,5g;RUA 03;Rack 4;9;U
75755;MAKE B BAS PO MINERAL 30 5,5g;RUA 03;Rack 6;5;I
75765;MAKE B BAS PO MINERAL 40 5,5g;RUA 03;Rack 4;1;E
75766;MAKE B BAS PO MINERAL 60 5,5g;RUA 03;Rack 4;6;Z
75767;MAKE B BAS PO MINERAL 50 5,5g;RUA 03;Rack 4;10;S
76824;MAKE B BAS PO MINERAL 70 5,5g;RUA 03;Rack 5;11;B
77689;REF LILY CR HID DES ACET CPO ABSOLU 250g;RUA 03;Rack 2;2;C
82815;MAKE B DEMAQ BIF MICLR 110ml V3;RUA 04;Rack 13;4;F
82059;OUI EDP SCAPIN 245 75ml;RUA 01;Rack 10;4;G
82060;OUI EDP LAMOURESSE 142 75ml;RUA 01;Rack 10;1;B
82061;OUI EDP MADELEINE 862 75ml;RUA 01;Rack 10;3;B
82063;OUI EDP LEXPERIENCE 706 75ml;RUA 04;Rack 5;1;B
82064;OUI EDP ICONIQUE 001 75ml;RUA 01;Rack 8;4;B
82069;REF OUI EDP LEXPERIENCE 706 75ml;RUA 04;Rack 10;3;E
82086;OUI CREM HID DES CPO LAMOURESSE 142 200g;RUA 04;Rack 7;3;C
82083;OUI CREM DES HID CPO SCAPIN 245 200g;RUA 02;Rack 1;4;F
82084;REF OUI CREM HID DES CPO SCAPIN 245 200g;RUA 03;Rack 2;3;F
82094;OUI CREM HID MAOS JARDIN DE GRASSE 30g;RUA 03;Rack 8;4;F
82091;OUI LOC DES HID CPO SCAPIN 245 400ml;RUA 01;Rack 10;2;C
82092;OUI LOC DES HID CPO LAMOURESSE 400ml;RUA 01;Rack 7;3;C
82098;OUI SAB BARRA JARDIN DE GRASSE 190g;RUA 05;Rack 1;4;E
82098;OUI SAB BARRA JARDIN DE GRASSE 190g;rua 6;Rack 2;4;K
82100;OUI CR ESF CPO CR EXFOL REGENERANTE 200g;RUA 04;Rack 4;1;C
82102;OUI BAT ROUGE A LEVRES 3,5g;RUA 03;Rack 4;5;I
82964;FLAC OUI EDP ICONIQUE 001 3x1ml;rua 6;Rack 1;1;AE
45982;MOLIERE CAHIER CADERNO;RUA 04;Rack 2;4;A
45982;MOLIERE CAHIER CADERNO;SALA G;Rack 3;7;I
82948;MATCH TON CAP ANTI OLEOSIDADE 100ml;RUA 04;Rack 12;1;C
75280;BATOM HIDRATANTE VERMELEXO;RUA 03;Rack 5;5;I
75269;BATOM HIDRATANTE VINDITO;rua 6;Rack 1;1;AF
81558;BATOM MATE ALTA PIGMENTACAO MARRONZÁ;RUA 03;Rack 4;5;V
75281;BATOM HIDRATANTE VINHIS;RUA 03;Rack 3;8;Z
81556;BATOM MATE ALTA PIGMENTACAO VERMELARANJA;RUA 03;Rack 5;5;A
93548;LA VICTORIE EAU DE PARFUM INTENSE 75ml;RUA 01;Rack 10;2;G
46885;O.U.i SACOLA P 2021;SALA G;Rack 3;3;C
46886;O.U.I SACOLA M 2021;SALA G;Rack 2;2;K
46887;O.U.I SACOLA G 2021;SALA G;Rack 2;3;B
46888;O.U.I KIT CAIXA P 2021;SALA G;Rack 2;7;J
46891;O.U.I KIT CAIXA G 2021;SALA G;Rack 2;8;C
82052;NSPA DES COL BODY SPLASH JAS/SAMB 200ml;RUA 01;Rack 8;3;A
82509;QDB BAT COR NUTR NUTRIVINHE 3,2g;RUA 03;Rack 10;6;A
83733;QDB ESF LAB NUTR REG 8g;pré-vencidos;Rack 1;1;G
83735;QDB BALM LAB HID REG 8g;RUA 03;Rack 4;5;D
81331;ELYSEE EDP SUCCES 50ml;RUA 04;Rack 11;1;G
92836;SOUL LAP P/SOBRANC MED/CLARO 1,1g;RUA 03;Rack 3;1;P
70882;SOUL DELIN LIQ OLHO PRET ESSENCIAL 2,5ml;RUA 03;Rack 4;6;K
93024;CHIC DES COL CHERIE 95ml;RUA 04;Rack 9;2;G
93701;SECRETS MASCARA CILIOS SUPER UP 8g;RUA 03;Rack 3;4;G
93104;SIAGE COND NUTRI OL/POD 200ml;RUA 03;Rack 2;3;B
93105;SIAGE MASC CAP NUTRI OL/POD 250g;RUA 04;Rack 3;3;G
82451;MAKE B BAT LIQ RETIN H SALTED CARAM 11ml;RUA 03;Rack 3;7;I
79489;QDB SAB LIQ FAC CLEASING OIL 105ml;rua 6;Rack 1;13;N
83823;OUI LOC DES HID CPO MADELEINE 400ml;RUA 01;Rack 9;3;G
83836;OUI CREM DES HID CPO MADELEINE 200g;RUA 04;Rack 2;2;E
75273;QDB BATOM HID ROSALINA 3,8g RPCK;RUA 03;Rack 4;12;F
75275;QDB BATOM HID VERMELHAO 3,8g RPCK;RUA 03;Rack 5;11;G
75277;QDB BATOM HID ROSELE 3,8g RPCK;RUA 03;Rack 4;12;O
75285;QDB BATOM HID NUDELINA 3,8g RPCK;RUA 03;Rack 3;4;AA
75288;QDB BATOM HID VERMELECHO 3,8g RPCK;RUA 03;Rack 4;9;O
75393;QDB BLUSH COMP CASTANHEX 2g RPCK;RUA 03;Rack 4;3;E
81559;QDB BAT MAT ALT PIG CASTANHITO 3,8g RPCK;rua 6;Rack 1;1;AG
93640;EUD BOLSA REVEND PES PRETA C/ALC;SALA G;Rack 3;1;B
1302;PMPCK LILY DES ANTIT AER 2x75g;RUA 01;Rack 2;3;B
45557;BOTI APONTADOR CHUMBO;rua 6;Rack 1;1;AH
46370;MAKE B KIT PINCEIS MAES/21;SALA G;Rack 3;6;G
75270;QDB BATOM HID CARAMELINDO 3,8g RPCK;RUA 03;Rack 5;7;C
75271;QDB BATOM HID VERMELHETE 3,8g RPCK;RUA 03;Rack 4;7;Z
75276;QDB BATOM HID ROSALILA 3,8g RPCK;RUA 03;Rack 4;3;AA
77806;QDB BAT VOLUMAO ABOBORE 3,4G RPCK;pré-vencidos;Rack 1;2;C
77811;QDB BAT VOLUMAO BORDOLE 3,4G RPCK;pré-vencidos;Rack 1;2;D
81550;QDB BAT MAT ALT PIGM VINHOM 3,8g RPCK;RUA 03;Rack 4;9;R
81554;QDB BAT MAT ALT PIGM PRETO 3,8g RPCK;RUA 03;Rack 4;7;V
81637;MAKE B BASE LIQ RETIN H COR 30 26g;RUA 03;Rack 4;3;W
81638;MAKE B BASE LIQ RETIN H COR 40 26g;RUA 03;Rack 4;3;U
81642;MAKE B BASE LIQ RETIN H COR 60 26g;RUA 03;Rack 10;8;E
81644;MAKE B BASE LIQ RETIN H COR 70 26g;pré-vencidos;Rack 1;3;I
81645;MAKE B BASE LIQ RETIN H COR 75 26g;pré-vencidos;Rack 1;2;R
81646;MAKE B BASE LIQ RETIN H COR 80 26g;pré-vencidos;Rack 1;2;E
82448;MAKE B BAT LIQ RETIN H RED VELVET 11ml;pré-vencidos;Rack 1;2;F
82449;MAKE B BAT LIQ RETIN H EASY PINK 11ml;pré-vencidos;Rack 1;2;Z
82450;MAKE B BAT LIQ RETIN H WINE BLOSSOM 11ml;pré-vencidos;Rack 1;1;O
82452;MAKE B BAT LIQ RETIN H CINNAMON LOV 11ml;RUA 03;Rack 4;1;A
82607;MAKE B CORRET LIQ FAC FL IL RET H20 2,5g;pré-vencidos;Rack 1;3;A
82608;MAKE B CORRET LIQ FAC FL IL RET H30 2,5g;pré-vencidos;Rack 1;3;E
93314;REF GLAM BAS LIQ SK/PERF COR 75 30ml;RUA 03;Rack 4;3;X
93318;REF GLAM BAS LIQ SK/PERF COR 95 30ml;RUA 03;Rack 4;2;S
48411;CJ FLAC OUI EDP RIVIERE BLEUE 3x1ml VD;rua 6;Rack 1;1;AL
83837;OUI LOC DES HID CPO PARADIS ROUGE 200g;RUA 04;Rack 5;3;G
49215;CBEM NECESS REG PES;SALA G;Rack 3;5;J
93560;DEM DIVA DES COL 4ml;rua 6;Rack 1;1;AN
83768;BOTIK MASC FAC RESET NOT AC/GLICOL 40g;rua 6;Rack 1;2;A
83770;BOTIK SOLUC DESINCRUST AC/GLICOL 200ml;RUA 05;Rack 5;1;N
83965;QDB ESFOLIANTE SKIN Q ACAO 360 50g;RUA 05;Rack 5;1;I
83965;QDB ESFOLIANTE SKIN Q ACAO 360 50g;RUA 05;Rack 4;1;J
84043;ESTJ EGEO DOLCE REG/21;rua 6;Rack 1;2;B
84113;ESTJ FLORATTA BLUE JUMBO REG/21;SALA G;Rack 4;1;C
84193;BOTIK CREM MULTIREP CICA PANT/NIAC 30ml;RUA 05;Rack 5;3;O
74722;LILY EDP 30ML V2;RUA 04;Rack 12;2;J
74722;LILY EDP 30ML V2;RUA 05;Rack 2;2;F
7290;NIINA SKIN ESF FAC 75g;RUA 02;Rack 5;3;D
7394;NIINA SKIN GEL HID FAC 30ml;RUA 03;Rack 3;1;C
48505;OUI EDP PARADIS ROUGE 30ml;RUA 04;Rack 13;3;C
83899;CJ FLAC OUI EDP RIVIERE BLEUE 3x1ml;rua 6;Rack 1;2;C
93542;DIVA LOC DES HID CPO ESPLENDIDA 200ml;RUA 04;Rack 13;1;I
93546;DIVA LOC DES HID CPO 200ml V2;RUA 04;Rack 11;3;E
1062;NIINA SECRETS DES COL 100ml;RUA 04;Rack 5;1;H
1073;NIINA SECRETS LOC DES HID CPO 200ml;RUA 05;Rack 2;3;E
1648;CJ SCH SIAGE HAIR/PLAS 3x7ml VDA;rua 6;Rack 1;13;Q
93220;MAGNIFIC EDP 75ml;rua 6;Rack 1;13;R
48273;INTENSE BASE LIQ SUPFIX 70 25ml V3;RUA 03;Rack 3;3;V
47618;OUI RECHARGE EDP ICONIQUE 001 75ml;rua 6;Rack 1;11;AG
47619;OUI RECHARGE EDP HOTEL DE VILLE 193 75ml;rua 6;Rack 1;2;D
84452;BOTIK MASC FAC R/NOT AC/GLICOL 10g PRM;sala A;Rack 1;1;A
84097;FLORATTA LOC DES HID CPO RED 75ml;RUA 02;Rack 5;3;E
83684;DR BOTICA COL TROFEU 120ml;RUA 04;Rack 6;1;C
83083;DEM CELEBRE DES COL FOUG AROM FORC 4ml;RUA 03;Rack 7;5;C
83060;CELEBRE DES COL FLOR FRUT FORC 100ml;RUA 02;Rack 2;1;D
83059;CELEBRE DES COL FOUG AROM FORC 100ml;RUA 01;Rack 5;4;E
82169;ESTJ MAKE B BATONS MINI HITS;SALA G;Rack 1;1;F
77685;LILY CREM DES HID ACET CPO ABSOLU 250g;RUA 04;Rack 7;2;H
46643;ELYSEE NECESS PAETE PES C/ALC NAT/21 VDA;SALA G;Rack 3;1;I
48181;LILY OL PERF DES CPO 150ml V11;RUA 04;Rack 1;1;F
47950;ZAAD EDP 95ml V6;RUA 01;Rack 8;1;B
93047;SIAGE COND HAIR PLASTIA 200ml;RUA 02;Rack 2;2;D
1644;SIAGE MASC CAP HIALUR HAIR/PLAS 250g;RUA 01;Rack 9;2;G
